GEOID,2020_eviction,2021_eviction,2022_eviction,2023_eviction,own_occ_rate,corp_own_rate,median_yearbuilt,median_price,median_prslpr,mortgage,median_totrooms,median_bathrooms,median_bedrooms,median_lotsize,median_intersf,median_flip_horizon,median_price_diff,median_price_diff_pch,median_lasqbin,mean_month_horizon,buyer_llc_ind_sum,buyer_bus_ind_sum,buyer_trst_ind_sum,buyer_bnk_ind_sum,buyer_gse_ind_sum,buyer_gov_ind_sum,seller_llc_ind_sum,seller_llp_ind_sum,seller_bus_ind_sum,seller_trst_ind_sum,seller_bnk_ind_sum,seller_gse_ind_sum,seller_gov_ind_sum,flip_ind_sum,buy_side_flip_sum,sell_side_flip_sum,restype_R1F_sum,sum_institutional_investor,sum_large_investor,sum_medium_investor,sum_non_investor,sum_small_investor,sum_non_small_llc_investor,sum_small_llc_investor,count_1.FAM.RES,count_2.FAM.RES,count_3.FAM.RES,count_CONDOMINIUM,count_RES.DEV.LAND,percent_owners,num_sales_transactions,years,pop,male,female,pop_u18,pop_18_64,pop_65o,nhwhi,nhaa,nhna,nhas,nhpi,nhoth,nhmlt,lat,fam,hh,fhh,fhh2,fhh3,fhh4,fhh5,fhh6,fhh7o,nfhh,nfhh1,nfhh2,nfhh3,nfhh4,nfhh5,nfhh6,nfhh7o,acs_year,mhi,mhi_me,o_mhi,o_mhi_me,r_mhi,r_mhi_me,units,units_me,own_units,rent_units,median_rent,median_rent_me
25025120500,1,6,5,5,0.4699367088607595,0.1392405063291139,1905,336000,500,251200,6,2,3,1663,1517,877,25100,6.865,1550.5,12,5,7,14,10,1,0,26,0,48,15,17,0,1,34,36,34,37,13,3,12,291,16,323,12,37,28,59,189,2,31,335,2010,2331,1099,1232,421,1734,176,764,232,6,63,0,22,49,1195,450,852,450,140,120,94,52,29,15,402,186,112,72,29,2,1,0,2007-11,47150,15009,84844,41203,43239,19202,1189,158.1818,487,658,1522,161.2121
25025120600,1,2,2,1,0.529482551143201,0.1143200962695547,1905,363300,0,268600,5,1,2,1278.5,1239.5,1314,22750,7.3,1250.5,10,8,5,15,3,2,0,48,0,15,24,5,2,1,26,24,26,33,5,2,10,418,9,434,10,33,38,18,342,1,34.5,444,2010,2335,1046,1289,268,1957,110,1751,115,3,79,1,15,70,301,417,1054,417,205,128,53,23,5,3,637,286,232,80,27,9,1,2,2007-11,85465,18464,99177,10685,71250,9037,1158,113.3333,583,553,2345,92.12122
25025120700,1,2,3,6,0.4460694698354662,0.1261425959780621,1910,302000,102650,226400,5,1,2,1057,1032,1148.5,40000,15.43,1050.5,12,4,5,6,2,0,0,22,0,7,17,5,0,0,31,31,31,19,4,1,13,373,8,394,5,19,10,21,334,0,26.6,399,2010,2014,979,1035,207,1565,242,1267,169,3,169,0,8,44,354,382,983,382,211,104,48,10,7,2,601,377,155,39,18,12,0,0,2007-11,72746,7748,92750,33235,53438,23600,1031,71.51515,615,353,2090,228.4848
25025130200,1,2,8,4,0.7011686143572621,0.1112966054535336,1925,405000,120000,300000,7,2,3,5500,1760,1106,75000,20.15,1750.5,11,21,5,20,2,0,0,19,0,4,44,4,0,1,45,46,45,472,5,8,15,617,26,650,21,472,79,2,78,6,47.8,671,2010,4506,2123,2383,884,2871,751,3913,110,7,209,1,7,52,207,1152,1829,1152,481,304,225,99,26,17,677,518,137,16,4,1,1,0,2007-11,102328,7784,105700,7526,86167,16858,2025,121.8182,1413,552,1740,330.9091
25025130300,1,3,5,6,0.7375722543352601,0.0884393063583815,1930,415000,45000,300000,7,2,3,5550,1752.5,1223,71650,19.825,1750.5,11,14,4,14,3,1,0,17,0,5,45,6,1,0,49,50,49,530,12,8,20,647,25,695,17,530,53,2,100,3,43.5,712,2010,4419,2079,2340,982,2746,691,3677,139,3,230,2,13,85,270,1164,1756,1164,461,312,233,104,41,13,592,457,115,12,7,1,0,0,2007-11,87477,20746,112768,13080,52301,12500,1866,101.2121,1322,403,1787,130.303
25025130402,7,12,18,25,0.6195488721804512,0.1052631578947368,1950,315000,69500,240000,6,2,3,4892,1352,998,42500,18.825,1350.5,10,21,11,18,7,2,1,26,0,17,71,6,0,3,79,86,79,544,20,14,23,745,24,800,26,544,75,1,158,9,42.3,826,2010,4637,2193,2444,860,2906,871,3695,177,2,389,2,18,54,300,1153,2102,1153,515,268,226,100,37,7,949,810,122,7,6,3,0,1,2007-11,76303,4843,88750,26946,32239,41502,2257,187.8788,1631,626,NA,NA
25025130404,4,5,10,9,0.413856529736358,0.0895156345800122,1957.5,285750,96250,214940,6,2,3,4100,1304,978.5,36000,13.33,1350.5,11,8,8,9,8,6,0,24,0,22,26,12,6,3,52,53,52,282,17,10,13,478,14,517,15,282,28,5,193,4,37.4,532,2010,2901,1264,1637,476,1719,706,2054,204,1,231,1,18,43,349,653,1258,653,267,169,134,52,22,9,605,526,73,4,2,0,0,0,2007-11,76424,12705,83304,20159,49828,12099,1388,70.30303,723,610,1638,87.27273
25025130406,50,126,20,40,0.630071599045346,0.0859188544152744,1960,300000,77000,212000,6,2,3,4800,1429,1002.5,27400,10.87,1450.5,12,6,6,15,7,2,0,6,0,39,25,18,2,3,26,27,26,200,18,6,8,349,10,379,12,200,19,7,144,1,41.4,391,2010,5107,2244,2863,1537,2943,627,1594,2063,8,256,0,23,103,1060,1327,2112,1327,521,376,266,101,46,17,785,682,94,7,1,1,0,0,2007-11,29271,9726,73523,24753,20739,7772,2469,160,518,1850,1268,107.8788
25025140102,11,12,19,18,0.6328471781864299,0.1065313887127457,1950,300000,113000,248000,7,2,3,5665,1584,652.5,26500,12.22,1550.5,9,26,12,30,33,7,0,46,0,24,56,59,7,0,87,88,87,440,74,14,22,590,15,656,59,440,114,17,83,3,42.8,715,2010,4401,2138,2263,1128,2734,539,1699,1717,4,88,1,38,99,755,1083,1548,1083,339,252,241,150,60,41,465,381,69,11,2,2,0,0,2007-11,57336,8408,74040,11904,30456,6117,1895,129.697,1352,497,1414,114.5455
25025140105,10,4,11,9,0.7079796264855688,0.0721561969439728,1942,292250,115000,246018.5,7,2,3,5450,1417.5,1057,31250,9.96,1450.5,10,14,8,8,12,8,0,18,0,8,37,25,7,0,37,40,37,351,27,7,18,456,14,499,23,351,90,22,35,1,48.1,522,2010,3675,1714,1961,856,2406,413,1305,1232,3,56,2,32,90,955,932,1274,932,296,248,201,107,44,36,342,268,55,12,5,1,0,1,2007-11,74205,20438,83452,10630,58638,8614,1369,72.72727,883,435,1848,366.0606
